sleep_hours,parental_education_level,parental_education_binary,exam_score
8.4,High School,low,83
7.7,High School,low,90
8.5,Bachelor,high,85
8.4,Master,high,85
6.8,High School,low,77
9.4,High School,low,83
7.2,Bachelor,high,89
5.6,High School,low,74
6.3,Bachelor,high,81
4.1,Bachelor,high,100
8.7,Bachelor,high,90
8.6,Bachelor,high,92
7.4,Bachelor,high,100
5.8,High School,low,79
4.7,Master,high,100
8.6,High School,low,85
5.1,Master,high,82
6.9,High School,low,67
7.6,Bachelor,high,98
9.1,Bachelor,high,100
9.2,High School,low,95
7.7,Bachelor,high,100
5.5,High School,low,95
8.4,High School,low,100
7.2,High School,low,97
4,Master,high,68
6.5,High School,low,98
6.4,High School,low,100
6.1,Bachelor,high,97
5.7,Master,high,70
5.9,High School,low,100
9.7,High School,low,91
7.5,High School,low,100
9.1,High School,low,98
7.2,Bachelor,high,80
5.6,High School,low,100
9.1,High School,low,81
7.5,High School,low,100
6.6,Master,high,100
6.6,Bachelor,high,84
7.7,High School,low,85
6,Master,high,100
8.5,Master,high,53
7.1,Master,high,96
7.6,High School,low,100
6.3,High School,low,100
8,Bachelor,high,94
6.9,Master,high,100
8.5,Master,high,98
8.1,Bachelor,high,71
4.5,Bachelor,high,98
7.1,Bachelor,high,95
5.2,Master,high,91
6.1,Master,high,100
9.1,High School,low,97
7.6,High School,low,100
5,Master,high,100
6,High School,low,100
5,Master,high,100
10.2,Bachelor,high,100
6.5,Master,high,99
6.7,Bachelor,high,92
5.2,Bachelor,high,68
4.8,Master,high,77
8.9,Bachelor,high,93
7.1,Master,high,100
6.8,Master,high,87
6.4,Master,high,94
8.6,Bachelor,high,100
8.3,Master,high,100
6,High School,low,71
4,Master,high,86
9.7,Bachelor,high,72
8.2,High School,low,87
8.1,High School,low,86
5.7,Bachelor,high,78
6.4,Master,high,100
4.8,Master,high,75
7.9,Master,high,58
8.9,Bachelor,high,96
5.8,Master,high,100
6.4,Master,high,94
10.1,Bachelor,high,90
7.2,Bachelor,high,94
6,Master,high,100
6.4,Master,high,96
5.4,Bachelor,high,100
6.5,Master,high,100
8.7,Bachelor,high,79
6.8,High School,low,100
7.5,High School,low,100
9.7,Master,high,60
5.6,Bachelor,high,78
9.2,Master,high,98
6.3,Master,high,78
4,Bachelor,high,68
10,Bachelor,high,92
8.8,High School,low,92
5.7,High School,low,92
6.2,Bachelor,high,99
8.3,Master,high,81
7.1,High School,low,100
8,High School,low,91
11.7,Master,high,100
6.6,Master,high,95
6.2,Master,high,74
6.1,High School,low,86
6.5,Bachelor,high,88
6.3,High School,low,100
6.1,Master,high,89
6.6,Master,high,76
7,High School,low,76
6.3,Bachelor,high,72
8.7,Master,high,67
6.5,High School,low,74
6.7,High School,low,51
6.7,High School,low,97
5.8,Master,high,84
7.8,High School,low,79
5.8,Master,high,100
6.8,Bachelor,high,100
7.6,Master,high,99
5.2,Bachelor,high,100
8.8,High School,low,97
7,Master,high,94
8.3,High School,low,100
4,Bachelor,high,88
7.3,High School,low,77
5.7,High School,low,80
9.6,Master,high,73
7.3,Bachelor,high,96
8.2,Master,high,81
5.5,High School,low,100
8.7,High School,low,99
8.4,Master,high,67
8.2,High School,low,71
10.5,Master,high,66
8.5,Master,high,55
9.4,Master,high,99
5.2,High School,low,98
6.8,Bachelor,high,84
7.5,High School,low,75
8.1,Master,high,81
4,Bachelor,high,59
7.4,Master,high,94
6.6,High School,low,100
6.5,Master,high,88
7.7,Bachelor,high,87
5.6,High School,low,89
6.7,Bachelor,high,100
8.9,High School,low,88
5,Bachelor,high,100
7.2,Bachelor,high,77
4.7,Master,high,95
7.4,Master,high,100
8.1,Bachelor,high,73
8,High School,low,96
8.5,Master,high,89
6.5,Bachelor,high,100
7,Master,high,83
7.9,High School,low,100
5.2,High School,low,100
5.6,Master,high,99
8.5,High School,low,100
10.6,Bachelor,high,100
4.2,Bachelor,high,85
9.7,High School,low,82
7.4,Master,high,100
6.2,High School,low,92
4.8,High School,low,81
8.3,High School,low,100
6.1,High School,low,97
6.6,High School,low,69
9.2,Master,high,86
7.4,High School,low,87
8.5,Bachelor,high,75
7.3,Bachelor,high,79
8.8,High School,low,91
4,Master,high,91
5.4,High School,low,81
7.8,Bachelor,high,75
6.2,High School,low,93
5.8,Master,high,99
8.1,Master,high,98
8.6,Bachelor,high,91
8.6,High School,low,83
7.5,Master,high,99
7,Master,high,88
7.4,High School,low,87
8,Bachelor,high,100
7.6,High School,low,100
7.2,Master,high,66
10.1,Master,high,72
4,Master,high,100
8.4,High School,low,72
6.6,High School,low,93
5.1,High School,low,100
4.9,Master,high,71
8,Bachelor,high,100
7.5,High School,low,100
5.4,High School,low,100
8.3,Bachelor,high,79
9.4,High School,low,97
8.6,Bachelor,high,100
7.8,Bachelor,high,90
4.5,High School,low,98
6,Master,high,62
8.5,High School,low,93
6.9,Master,high,94
7.3,High School,low,71
7.8,High School,low,100
6.4,High School,low,75
9.4,High School,low,98
7.6,Master,high,100
6,High School,low,100
6.3,Bachelor,high,88
6.9,Bachelor,high,76
10.3,High School,low,89
10.1,Bachelor,high,86
5.2,Master,high,100
6.3,Master,high,95
7.6,Master,high,100
6.1,Bachelor,high,100
6.5,High School,low,100
6.1,High School,low,99
8.3,Master,high,78
5,High School,low,93
7.4,Master,high,93
4,Master,high,100
9.5,Bachelor,high,74
7.6,Master,high,97
4.5,Bachelor,high,66
7.3,Bachelor,high,100
7.5,High School,low,96
7.7,Master,high,87
7.5,Bachelor,high,100
5.8,Master,high,65
6.8,High School,low,77
4.8,Master,high,94
7.5,Master,high,72
4.9,Master,high,80
6.4,Master,high,92
9.1,High School,low,100
6.8,High School,low,73
11.6,Master,high,90
8.3,Bachelor,high,57
6.5,Bachelor,high,85
4.3,Bachelor,high,99
8.8,Master,high,81
6.8,Bachelor,high,94
7.2,Bachelor,high,100
6.2,Master,high,100
5.8,High School,low,99
5.9,High School,low,64
7.1,Bachelor,high,100
6.5,Master,high,96
7.8,Master,high,79
8.9,Bachelor,high,100
9.4,High School,low,97
7.3,Bachelor,high,68
7.5,Bachelor,high,100
7.5,High School,low,89
6.5,Master,high,68
7.5,Master,high,80
7.1,Master,high,91
5.9,Master,high,70
6.7,Bachelor,high,99
8,High School,low,96
7.1,Master,high,95
5.9,Master,high,90
5.4,Bachelor,high,91
7.1,Bachelor,high,86
7.2,High School,low,97
4.8,High School,low,93
7,Bachelor,high,64
5.7,High School,low,96
5.8,Master,high,84
8.3,Bachelor,high,85
5.5,High School,low,100
8.5,High School,low,92
8.5,High School,low,96
8.4,Master,high,81
4.3,Bachelor,high,82
5.1,High School,low,95
9.3,Bachelor,high,87
10.7,High School,low,95
4.5,Bachelor,high,66
5,Master,high,73
7.1,High School,low,83
6.2,Bachelor,high,78
7.3,High School,low,100
4,Bachelor,high,100
5.4,Bachelor,high,58
8.6,High School,low,98
6.3,Bachelor,high,94
8.9,Master,high,92
5.9,Bachelor,high,99
7.2,Bachelor,high,85
5.5,Bachelor,high,83
6.6,Master,high,73
8.5,Bachelor,high,93
6.6,Bachelor,high,100
7,High School,low,82
4.7,Bachelor,high,95
8.2,High School,low,80
7.7,Bachelor,high,93
8.7,Master,high,100
5.7,Master,high,100
7.1,Master,high,100
8.3,Bachelor,high,90
7.9,Bachelor,high,86
5.5,Master,high,87
5.2,Bachelor,high,100
7.3,Master,high,97
6.3,Bachelor,high,91
8.4,High School,low,75
7,Master,high,99
5.6,Master,high,62
10.5,Master,high,88
6.3,Master,high,68
4.8,Bachelor,high,89
5.5,Bachelor,high,87
7.5,Bachelor,high,90
5.9,High School,low,100
7.1,High School,low,93
7.6,Bachelor,high,100
8.1,Bachelor,high,74
9.5,High School,low,96
8.5,Master,high,100
4.6,High School,low,100
10.1,Bachelor,high,76
6.3,Bachelor,high,82
4,High School,low,100
6.9,Master,high,100
6.7,High School,low,65
9,High School,low,100
4.1,Master,high,96
9,High School,low,79
8.1,Master,high,91
6.7,Master,high,94
6.3,High School,low,98
6.3,Bachelor,high,90
7.6,Bachelor,high,100
8.9,Master,high,100
7.3,High School,low,100
7.3,Master,high,100
5.9,Bachelor,high,88
7.6,Bachelor,high,97
7.5,Bachelor,high,97
9.4,High School,low,96
5.8,High School,low,99
4.7,Master,high,100
5.9,High School,low,93
6.3,High School,low,98
9.2,Bachelor,high,78
6.6,Bachelor,high,91
9.2,Bachelor,high,82
5.2,Bachelor,high,84
7.7,High School,low,100
5.8,High School,low,96
7.9,Bachelor,high,97
8.3,Bachelor,high,74
8.4,High School,low,93
6.2,Bachelor,high,95
10.8,Master,high,98
6.5,Master,high,100
7.6,High School,low,100
7.3,Bachelor,high,98
7.5,Master,high,100
7.9,High School,low,94
7.7,High School,low,100
6.7,Bachelor,high,100
5.8,High School,low,99
6.1,Master,high,100
4.7,Bachelor,high,55
6.7,Master,high,65
5.8,Bachelor,high,100
7,Master,high,89
6.1,Master,high,76
7.1,Master,high,92
8.3,Master,high,100
6.1,High School,low,100
7.3,Bachelor,high,85
8,High School,low,100
9.2,Master,high,100
6.8,High School,low,100
7.9,Bachelor,high,94
6.8,Bachelor,high,73
7.3,Master,high,95
8,Master,high,98
8,Master,high,95
8,Bachelor,high,90
6.4,Bachelor,high,72
5.3,High School,low,100
10.2,Bachelor,high,68
7,Master,high,98
9.6,High School,low,85
7.3,Master,high,94
9.1,Bachelor,high,100
8.4,Master,high,73
7.3,High School,low,77
4.5,High School,low,87
6.4,High School,low,87
7.5,Bachelor,high,96
5.4,High School,low,99
8,Master,high,82
7.8,Master,high,97
5.2,High School,low,79
7,High School,low,64
6.3,Master,high,75
7.7,High School,low,100
6.4,Master,high,90
4,Bachelor,high,71
7.2,High School,low,97
6.1,High School,low,91
8.1,Master,high,100
4.9,Bachelor,high,94
5.8,High School,low,100
5.9,Bachelor,high,100
7.4,High School,low,90
5.2,Master,high,100
8.3,Bachelor,high,92
8,High School,low,81
6.1,Bachelor,high,97
9.6,Master,high,94
5.4,High School,low,100
7.7,High School,low,77
7.1,High School,low,100
7.5,Master,high,84
6.3,High School,low,100
5,High School,low,100
8.3,High School,low,96
8.1,High School,low,60
10.5,Master,high,100
6.7,High School,low,96
7,Bachelor,high,100
8.7,Bachelor,high,86
5.8,Bachelor,high,89
8.7,Master,high,100
5.5,High School,low,100
4.7,High School,low,67
6.4,High School,low,97
7.9,Bachelor,high,98
7.1,Master,high,98
8.4,Master,high,90
7.4,High School,low,100
5.3,Bachelor,high,79
7.5,Master,high,81
8.5,High School,low,91
6,High School,low,95
7.4,Master,high,90
8.4,Master,high,100
9.3,High School,low,63
6.1,High School,low,81
6.7,Master,high,100
9.1,High School,low,66
8.6,High School,low,79
8.1,High School,low,66
6.7,Bachelor,high,100
6.5,Bachelor,high,63
9.1,High School,low,100
4.9,High School,low,100
9,Bachelor,high,98
6.6,High School,low,81
8.6,Master,high,65
6.6,Master,high,91
7.4,Bachelor,high,95
6.4,Master,high,86
7.5,Master,high,89
7.1,High School,low,96
7.4,High School,low,75
7.8,High School,low,96
4,Bachelor,high,81
4,High School,low,100
7.7,Bachelor,high,68
7,High School,low,100
6.4,Bachelor,high,100
6,Master,high,65
6.3,Master,high,100
8.4,Master,high,72
10.2,Bachelor,high,88
9.2,Master,high,96
8,Master,high,80
8.6,Bachelor,high,100
8,High School,low,92
7.7,Master,high,100
6.7,Master,high,97
8,Bachelor,high,77
9.7,Master,high,94
4,High School,low,72
8.2,High School,low,96
7.9,Master,high,100
7.3,Master,high,71
4.3,High School,low,98
8.6,High School,low,97
5.2,High School,low,100
5.8,High School,low,100
7.2,High School,low,96
6.9,High School,low,92
6.7,Bachelor,high,74
8.8,Master,high,71
6,Master,high,75
6.5,High School,low,89
6.1,Bachelor,high,72
7.4,Master,high,100
10.5,Master,high,96
6.4,Bachelor,high,95
5.9,Bachelor,high,100
7.1,High School,low,100
4.8,Bachelor,high,83
5.3,High School,low,93
4.6,Bachelor,high,87
9.2,Bachelor,high,93
5.5,Master,high,83
5.4,High School,low,92
7.9,High School,low,100
7.5,Master,high,99
7.3,Master,high,59
7.5,Master,high,92
6.6,Bachelor,high,100
6.2,High School,low,80
9,Master,high,100
7.2,High School,low,81
8,High School,low,100
7.1,High School,low,100
7.7,High School,low,81
9.9,Master,high,98
9.8,Master,high,84
8.4,High School,low,97
7.9,Master,high,92
11.7,Bachelor,high,100
9.1,High School,low,100
6.8,Bachelor,high,100
9.5,Master,high,78
5.2,Bachelor,high,66
7.7,Master,high,100
8.4,High School,low,98
5.5,Master,high,82
7.1,Master,high,91
5.6,Bachelor,high,80
8.6,High School,low,100
6.5,Bachelor,high,94
6.7,Bachelor,high,100
8,High School,low,94
7,Bachelor,high,76
6.3,Master,high,74
6.8,High School,low,63
7,Master,high,86
8.7,Bachelor,high,96
8.9,High School,low,68
7.7,Bachelor,high,98
6.1,Master,high,80
5.4,High School,low,67
4.9,Master,high,100
6.4,Master,high,86
5.3,Bachelor,high,73
8.3,High School,low,95
7.9,High School,low,69
8.7,Bachelor,high,98
4.4,Master,high,83
7.6,High School,low,65
8.3,High School,low,58
9.4,Bachelor,high,76
4.7,Master,high,82
5.6,Bachelor,high,87
7.8,Master,high,99
8.1,Master,high,92
5.9,High School,low,89
7.2,High School,low,79
6.6,Bachelor,high,72
7.3,High School,low,72
9.1,Master,high,100
6.5,Master,high,87
4,High School,low,79
4.1,High School,low,100
7.2,Bachelor,high,100
8.2,Bachelor,high,65
8.8,High School,low,86
8.1,Master,high,85
5.4,Bachelor,high,96
7.4,High School,low,82
4.9,Bachelor,high,100
9.5,High School,low,88
9.6,Bachelor,high,100
4,Master,high,96
8.1,Bachelor,high,100
4.4,Master,high,98
7.4,High School,low,80
4,Bachelor,high,59
6.6,Master,high,80
4,Master,high,73
11,High School,low,85
7,Bachelor,high,88
4,Bachelor,high,99
6.5,Master,high,69
4,High School,low,96
8.1,Bachelor,high,74
10.5,Bachelor,high,100
8.1,High School,low,100
7.5,Master,high,76
8.1,High School,low,80
8.5,High School,low,76
7.3,Bachelor,high,62
6.4,Master,high,66
4,Bachelor,high,72
6,Master,high,100
7.3,High School,low,91
8.6,High School,low,100
5.9,High School,low,95
9.1,Master,high,94
7.5,Master,high,84
9.3,Master,high,93
5.7,Master,high,97
7.1,High School,low,67
9.1,Master,high,100
6.9,Bachelor,high,92
8,Master,high,88
7.7,High School,low,60
6.5,Master,high,98
6.1,High School,low,89
7.3,Master,high,65
6.7,Master,high,86
9,Master,high,64
8.5,Master,high,82
6,Master,high,80
6.3,Master,high,69
9,Master,high,72
6.7,High School,low,100
8.4,Bachelor,high,94
6.6,High School,low,85
8.7,Bachelor,high,90
6.8,Bachelor,high,99
5.9,Bachelor,high,97
5.2,Bachelor,high,70
7.1,Bachelor,high,100
6.5,Master,high,90
8.1,High School,low,88
8.8,Master,high,80
7.5,Bachelor,high,72
7.3,Master,high,93
9.5,Master,high,99
9.8,Master,high,94
6.1,Master,high,91
5.7,Bachelor,high,88
7.9,High School,low,90
5.8,Bachelor,high,100
4,Bachelor,high,70
6.3,Bachelor,high,100
6.3,High School,low,83
6.9,High School,low,92
10.6,Master,high,100
8.3,Master,high,100
7.4,High School,low,100
9.6,High School,low,93
7,High School,low,67
8.2,Bachelor,high,88
8.8,Bachelor,high,92
8.5,Master,high,99
6.3,High School,low,88
7.9,Bachelor,high,92
9.8,Master,high,88
5.5,Master,high,96
7.6,Master,high,65
4.9,High School,low,75
7.6,High School,low,94
7.1,Master,high,100
8.2,Master,high,76
9.7,Master,high,100
7.8,High School,low,66
4,Bachelor,high,79
7.7,High School,low,83
6.6,Bachelor,high,100
6.8,Master,high,68
5.6,Bachelor,high,96
7,High School,low,100
5.6,Master,high,85
4.3,High School,low,100
7.6,High School,low,99
7,High School,low,98
8.7,Bachelor,high,100
5.1,High School,low,85
8.1,Master,high,99
6.6,Bachelor,high,99
6.5,High School,low,78
8.5,Master,high,84
8.2,High School,low,90
7.4,High School,low,95
4.9,Bachelor,high,75
10.6,High School,low,81
6.6,High School,low,86
4.6,Bachelor,high,99
6.6,High School,low,98
8,Bachelor,high,86
5,High School,low,100
5.4,Bachelor,high,84
7.4,Bachelor,high,100
6.5,Bachelor,high,99
6.4,Bachelor,high,100
6,Master,high,89
6.8,Bachelor,high,100
7.8,Bachelor,high,85
8.1,Master,high,99
7.1,Bachelor,high,100
10,High School,low,100
6.3,Master,high,79
8.8,Bachelor,high,74
7.2,High School,low,81
5.9,Bachelor,high,80
5.9,Bachelor,high,91
7.5,Master,high,100
5.3,Bachelor,high,85
6.1,Bachelor,high,100
6.6,Master,high,96
8.5,Master,high,95
8,High School,low,64
6,Bachelor,high,100
7.4,High School,low,69
6.3,Bachelor,high,100
8,Master,high,100
8.7,Bachelor,high,85
6,Bachelor,high,60
5.6,Master,high,68
7.3,Master,high,100
8.5,High School,low,70
6.7,High School,low,96
6.7,Bachelor,high,94
8.9,High School,low,96
5.5,High School,low,71
8.7,Master,high,83
6.6,Master,high,100
7.3,Master,high,100
4.7,Master,high,68
6,Bachelor,high,100
8.2,Master,high,93
4.8,Master,high,66
8.5,Bachelor,high,51
7,High School,low,89
4,High School,low,75
7.6,High School,low,87
7.9,Bachelor,high,100
8,High School,low,98
5.1,High School,low,95
5.1,Master,high,87
9,Bachelor,high,96
7.8,High School,low,75
5.4,Master,high,92
8.5,High School,low,98
5.7,High School,low,96
4.3,Master,high,73
5.7,Bachelor,high,67
8.2,High School,low,100
5.4,Bachelor,high,76
6.4,Master,high,71
5.9,Bachelor,high,100
8.1,High School,low,77
7.4,Bachelor,high,61
6.2,Master,high,63
6.9,Bachelor,high,100
7.8,Bachelor,high,70
6.7,Master,high,97
6.7,Master,high,96
7.5,Master,high,99
5.7,High School,low,64
6.3,High School,low,88
5.6,High School,low,86
6.1,High School,low,96
6.7,Bachelor,high,99
5.2,Bachelor,high,100
4,Master,high,96
8.2,Bachelor,high,87
4.8,Bachelor,high,98
6.8,High School,low,80
8,Master,high,55
8.2,Bachelor,high,100
7,Master,high,98
5.8,Bachelor,high,96
8.2,Master,high,96
9.6,High School,low,88
5.7,High School,low,93
4,Bachelor,high,100
6.5,High School,low,93
10.4,Master,high,96
7.8,Bachelor,high,83
8.1,High School,low,99
11.4,Bachelor,high,99
7.7,High School,low,86
7.8,Bachelor,high,79
4.2,Master,high,96
8.5,Master,high,90
6.3,Master,high,95
4.2,High School,low,100
7.3,High School,low,100
8.5,Bachelor,high,99
6.4,High School,low,100
6.2,Master,high,56
8.3,Bachelor,high,82
8.7,Master,high,74
4,High School,low,86
6.1,Master,high,82
8.2,Bachelor,high,96
4.5,Bachelor,high,100
6.7,Bachelor,high,100
4,Bachelor,high,97
6.4,High School,low,62
7.1,Master,high,100
5.8,Bachelor,high,78
6.7,High School,low,100
7.8,Master,high,97
7,Bachelor,high,72
9,High School,low,48
8.5,Bachelor,high,99
6.1,High School,low,83
7.2,Bachelor,high,89
5.2,Master,high,84
5.8,Bachelor,high,100
5.7,Master,high,97
7,Bachelor,high,96
7.2,High School,low,71
7.3,Master,high,72
7.7,High School,low,84
6,Bachelor,high,99
8.8,High School,low,98
6.1,High School,low,79
7.1,Bachelor,high,100
5.7,Bachelor,high,80
7.3,Bachelor,high,89
6.3,Master,high,75
6.4,Bachelor,high,92
7.8,Bachelor,high,100
6.4,Master,high,77
7.5,High School,low,75
6.7,Bachelor,high,100
8.9,High School,low,96
6.2,Master,high,78
7,Master,high,85
5.9,Master,high,71
6,Bachelor,high,81
6,Bachelor,high,93
7.8,High School,low,92
7.6,Bachelor,high,94
8.2,Master,high,93
6.4,Bachelor,high,91
8.4,High School,low,100
6.5,Master,high,97
8.5,High School,low,99
4.7,High School,low,100
7.6,Bachelor,high,61
6.6,Bachelor,high,100
7,Master,high,100
7.7,Bachelor,high,85
4.9,Master,high,99
6.5,High School,low,100
7.7,High School,low,99
8,Master,high,100
8,Master,high,96
6.2,Master,high,73
5.4,Bachelor,high,87
7.6,High School,low,97
9.9,Bachelor,high,88
7.3,Master,high,100
4,Bachelor,high,85
8,High School,low,100
6,Bachelor,high,60
8.1,Bachelor,high,78
7.5,Bachelor,high,100
5.8,Bachelor,high,93
7.8,Bachelor,high,78
6.2,Bachelor,high,89
9.2,Bachelor,high,95
5.7,Bachelor,high,100
6.9,High School,low,100
4,High School,low,96
7.3,High School,low,100
10.6,Bachelor,high,95
9.7,Bachelor,high,79
8,High School,low,91
9.1,High School,low,90
6.6,Master,high,94
7.1,High School,low,68
8.3,Bachelor,high,81
6.2,Master,high,90
7.4,High School,low,100
8.4,Master,high,100
8.3,Master,high,64
6.5,Bachelor,high,82
8.3,Bachelor,high,100
4.9,Bachelor,high,100
6.4,High School,low,85
9,Bachelor,high,97
5.4,High School,low,96
8.7,Bachelor,high,100
7.9,Bachelor,high,100
6.5,Master,high,68
8.6,Master,high,97
7.5,Master,high,96
8.1,High School,low,73
7.4,Master,high,88
5.1,Bachelor,high,75
5.1,Master,high,81
5.4,Master,high,100
6.4,Bachelor,high,92
9.4,High School,low,79
8.6,Bachelor,high,100
7.7,Master,high,100
7.4,Bachelor,high,78
4,High School,low,89
10.4,Master,high,71
8,Bachelor,high,100
5.6,Master,high,100
5.9,High School,low,74
9.1,Bachelor,high,91
8.5,Master,high,100
9.1,Bachelor,high,81
4,High School,low,75
6.6,High School,low,97
8.5,Bachelor,high,86
6,Bachelor,high,91
6.3,Bachelor,high,94
7.9,Bachelor,high,98
7.2,Bachelor,high,95
7.5,High School,low,73
8,High School,low,100
4.6,High School,low,63
7.9,High School,low,100
7.1,High School,low,95
8.8,Master,high,78
6,Bachelor,high,91
6,High School,low,95
10.2,Master,high,100
8.3,Master,high,100
6.7,Master,high,65
7.3,Master,high,83
8.6,High School,low,100
8.6,Bachelor,high,100
6.9,Master,high,69
9,High School,low,85
5.5,High School,low,100
8.4,Master,high,100
6.2,High School,low,91
5.6,High School,low,57
5.3,Master,high,58
5.5,Master,high,96
9.2,Master,high,95
7.9,Bachelor,high,100
7.8,Master,high,100
7.2,Master,high,76
8.9,Master,high,100
8.7,High School,low,93
8.6,Master,high,100
6.2,Bachelor,high,100
8.9,Master,high,100
5.8,High School,low,81
